-7.620e-06,0.00992188
-7.618e-06,0.000234375
-7.616e-06,-0.00015625
-7.614e-06,0.04
-7.612e-06,1.42109e-16
-7.610e-06,-0.00015625
-7.608e-06,-0.0297656
-7.606e-06,0.0201563
-7.604e-06,-0.01
-7.602e-06,-0.00992187
-7.600e-06,0.0100781
-7.598e-06,-0.01
-7.596e-06,0.02
-7.594e-06,0.03
-7.592e-06,1.42109e-16
-7.590e-06,0.00984375
-7.588e-06,0.03
-7.586e-06,7.8125e-05
-7.584e-06,0.04
-7.582e-06,-0.000234375
-7.580e-06,-0.01
-7.578e-06,0.0100781
-7.576e-06,0.00984375
-7.574e-06,-0.02
-7.572e-06,-0.000234375
-7.570e-06,-0.00976562
-7.568e-06,-0.01
-7.566e-06,0.0197656
-7.564e-06,0.0202344
-7.562e-06,1.42109e-16
-7.560e-06,0.01
-7.558e-06,-0.0100781
-7.556e-06,-0.01
-7.554e-06,-0.00992187
-7.552e-06,0.0100781
-7.550e-06,0.01
-7.548e-06,0.03
-7.546e-06,0.01
-7.544e-06,0.03
-7.542e-06,0.0101563
-7.540e-06,1.42109e-16
-7.538e-06,-0.01
-7.536e-06,-0.01
-7.534e-06,-0.01
-7.532e-06,0.000234375
-7.530e-06,0.0200781
-7.528e-06,0.0196094
-7.526e-06,0.00015625
-7.524e-06,0.03
-7.522e-06,0.01
-7.520e-06,0.02
-7.518e-06,0.03
-7.516e-06,1.42109e-16
-7.514e-06,0.01
-7.512e-06,-0.01
-7.510e-06,0.0096875
-7.508e-06,0.00984375
-7.506e-06,-0.0300781
-7.504e-06,-0.00992187
-7.502e-06,-7.8125e-05
-7.500e-06,-0.02
-7.498e-06,-0.02
-7.496e-06,-0.01
-7.494e-06,-0.0201562
-7.492e-06,0.0199219
-7.490e-06,1.42109e-16
-7.488e-06,0.01
-7.486e-06,-0.01
-7.484e-06,0.0199219
-7.482e-06,7.8125e-05
-7.480e-06,0.0101563
-7.478e-06,-0.000390625
-7.476e-06,-0.02
-7.474e-06,0.0003125
-7.472e-06,0.00992188
-7.470e-06,-0.000234375
-7.468e-06,-0.00992187
-7.466e-06,1.42109e-16
-7.464e-06,0.03
-7.462e-06,-0.02
-7.460e-06,-0.000390625
-7.458e-06,0.0198438
-7.456e-06,0.0202344
-7.454e-06,-0.0201562
-7.452e-06,-0.00976562
-7.450e-06,-7.8125e-05
-7.448e-06,-0.0101562
-7.446e-06,-0.01
-7.444e-06,1.42109e-16
-7.442e-06,1.42109e-16
-7.440e-06,-0.01
-7.438e-06,1.42109e-16
-7.436e-06,1.42109e-16
-7.434e-06,-7.8125e-05
-7.432e-06,0.00976563
-7.430e-06,0.02
-7.428e-06,0.00992188
-7.426e-06,-7.8125e-05
-7.424e-06,7.8125e-05
-7.422e-06,0.03
-7.420e-06,-0.0201562
-7.418e-06,0.00015625
-7.416e-06,0.02
-7.414e-06,0.00015625
-7.412e-06,-7.8125e-05
-7.410e-06,0.01
-7.408e-06,-7.8125e-05
-7.406e-06,0.0299219
-7.404e-06,0.00046875
-7.402e-06,-0.00992187
-7.400e-06,0.000234375
-7.398e-06,0.00976563
-7.396e-06,-0.01
-7.394e-06,0.0201563
-7.392e-06,0.01
-7.390e-06,0.03
-7.388e-06,1.42109e-16
-7.386e-06,-0.0100781
-7.384e-06,-7.8125e-05
-7.382e-06,0.00984375
-7.380e-06,0.03
-7.378e-06,0.01
-7.376e-06,0.0298438
-7.374e-06,0.00984375
-7.372e-06,-7.8125e-05
-7.370e-06,7.8125e-05
-7.368e-06,0.0202344
-7.366e-06,0.0199219
-7.364e-06,1.42109e-16
-7.362e-06,0.00992188
-7.360e-06,0.01
-7.358e-06,1.42109e-16
-7.356e-06,0.02
-7.354e-06,1.42109e-16
-7.352e-06,0.0299219
-7.350e-06,0.02
-7.348e-06,0.02
-7.346e-06,-0.000234375
-7.344e-06,-0.01
-7.342e-06,0.0100781
-7.340e-06,0.02
-7.338e-06,0.02
-7.336e-06,1.42109e-16
-7.334e-06,0.0199219
-7.332e-06,0.02
-7.330e-06,-0.02
-7.328e-06,0.03
-7.326e-06,0.0102344
-7.324e-06,0.00992188
-7.322e-06,0.0101563
-7.320e-06,0.0197656
-7.318e-06,-0.0101562
-7.316e-06,0.0102344
-7.314e-06,0.01
-7.312e-06,-0.00015625
-7.310e-06,-0.0300781
-7.308e-06,0.0198438
-7.306e-06,7.8125e-05
-7.304e-06,0.0201563
-7.302e-06,-0.0102344
-7.300e-06,0.0499219
-7.298e-06,0.0107031
-7.296e-06,-0.01
-7.294e-06,0.00015625
-7.292e-06,-0.000234375
-7.290e-06,-0.00976562
-7.288e-06,0.02
-7.286e-06,-7.8125e-05
-7.284e-06,0.01
-7.282e-06,1.42109e-16
-7.280e-06,-0.02
-7.278e-06,0.0201563
-7.276e-06,0.02
-7.274e-06,0.01
-7.272e-06,7.8125e-05
-7.270e-06,-0.01
-7.268e-06,1.42109e-16
-7.266e-06,-7.8125e-05
-7.264e-06,-0.01
-7.262e-06,0.0100781
-7.260e-06,0.0199219
-7.258e-06,7.8125e-05
-7.256e-06,-7.8125e-05
-7.254e-06,0.0201563
-7.252e-06,-0.0199219
-7.250e-06,1.42109e-16
-7.248e-06,7.8125e-05
-7.246e-06,1.42109e-16
-7.244e-06,1.42109e-16
-7.242e-06,1.42109e-16
-7.240e-06,0.01
-7.238e-06,-0.00015625
-7.236e-06,-0.03
-7.234e-06,0.02
-7.232e-06,0.04
-7.230e-06,7.8125e-05
-7.228e-06,0.0199219
-7.226e-06,1.42109e-16
-7.224e-06,0.0198438
-7.222e-06,0.0200781
-7.220e-06,0.02
-7.218e-06,0.02
-7.216e-06,0.01
-7.214e-06,0.00992188
-7.212e-06,-0.00015625
-7.210e-06,7.8125e-05
-7.208e-06,0.02
-7.206e-06,0.0198438
-7.204e-06,-0.01
-7.202e-06,0.02
-7.200e-06,0.03
-7.198e-06,0.01
-7.196e-06,1.42109e-16
-7.194e-06,-0.00015625
-7.192e-06,0.03
-7.190e-06,1.42109e-16
-7.188e-06,0.04
-7.186e-06,0.00976563
